Id,IsDeleted,CampaignId,LeadId,ContactId,Status,HasResponded,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,FirstRespondedDate,Salutation,Name,FirstName,LastName,Title,Street,City,State,PostalCode,Country,Email,Phone,Fax,MobilePhone,Description,DoNotCall,HasOptedOutOfEmail,HasOptedOutOfFax,LeadSource,CompanyOrAccount,Type,LeadOrContactId,LeadOrContactOwnerId,External_id__c,Added_Date__c
00vEc000000jeImIAI,,701Ec00000GJDlDIAX,,003Ec00000Cz310IAB,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Mrs.,Cheryl Estes,Cheryl,Estes,,5284 Hays Road,Markburgh,VT,18784,US,cheryl.estes@example.com,5391320569,,,,,,,,,Contact,003Ec00000Cz310IAB,005Ec000004oBPNIA2,Campaign_Member,2024-01-21
00vEc000000jeIrIAI,,701Ec00000GJDlDIAX,00QEc00000BBaekMAD,,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Mr.,Rita Ross,Rita,Ross,,5449 Melissa Route Suite 932,Philipberg,HI,63867,US,rita.ross@example.com,8848477153,,,,,,,Referral,001Ec00000GINb1IAH,Lead,00QEc00000BBaekMAD,005Ec000004oBPNIA2,Campaign_Member,2024-01-29
00vEc000000jeIwIAI,,701Ec00000GJDlDIAX,,003Ec00000Cz30pIAB,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Mr.,Stephanie Jones,Stephanie,Jones,,2924 House Island,Michaelport,NH,23367,US,stephanie.jones@example.com,9454775105,,,,,,,,,Contact,003Ec00000Cz30pIAB,005Ec000004oBPNIA2,Campaign_Member,2024-01-08
00vEc000000jeJAIAY,,701Ec00000GJDlDIAX,00QEc00000BBaedMAD,,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Ms.,Nicholas Smith,Nicholas,Smith,,41587 Davis Prairie,East Jenniferhaven,TX,34235,US,nicholas.smith@example.com,6259182403,,,,,,,Cold Call,001Ec00000GINb1IAH,Lead,00QEc00000BBaedMAD,005Ec000004oBPNIA2,Campaign_Member,2024-01-09
00vEc000000jeJCIAY,,701Ec00000GJDlDIAX,00QEc00000BBafBMAT,,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Mr.,Natasha Allen,Natasha,Allen,,08478 Brandt Stravenue Suite 916,East Crystal,ID,15341,US,natasha.allen@example.com,7882291982,,,,,,,Referral,001Ec00000GINb1IAH,Lead,00QEc00000BBafBMAT,005Ec000004oBPNIA2,Campaign_Member,2024-01-10
00vEc000000jeJEIAY,,701Ec00000GJDlDIAX,00QEc00000BBafKMAT,,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Mrs.,Kathryn Russo,Kathryn,Russo,,4930 Hughes Avenue,Christopherbury,DC,2103,US,kathryn.russo@example.com,9445673632,,,,,,,Referral,001Ec00000GINb1IAH,Lead,00QEc00000BBafKMAT,005Ec000004oBPNIA2,Campaign_Member,2024-01-27
00vEc000000jeJKIAY,,701Ec00000GJDlDIAX,00QEc00000BBaezMAD,,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Mr.,Jennifer Jefferson,Jennifer,Jefferson,,973 Adams Courts,East Olivia,CT,30405,US,jennifer.jefferson@example.com,5934108472,,,,,,,Referral,001Ec00000GINb1IAH,Lead,00QEc00000BBaezMAD,005Ec000004oBPNIA2,Campaign_Member,2024-01-21
00vEc000000jeJMIAY,,701Ec00000GJDlDIAX,00QEc00000BBaf0MAD,,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Dr.,Amber Jones,Amber,Jones,,20906 Juan Center Apt. 582,Henryfort,FM,14360,US,amber.jones@example.com,3559271886,,,,,,,Cold Call,001Ec00000GINb1IAH,Lead,00QEc00000BBaf0MAD,005Ec000004oBPNIA2,Campaign_Member,2024-01-29
00vEc000000jeJTIAY,,701Ec00000GJDlDIAX,,003Ec00000Cz322IAB,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Ms.,Gary White,Gary,White,,40932 Nunez Lodge,Lake Caseymouth,MA,86391,US,gary.white@example.com,4095651661,,,,,,,,Grimes-Williams,Contact,003Ec00000Cz322IAB,005Ec000004oBPNIA2,Campaign_Member,2024-02-01
00vEc000000jeJUIAY,,701Ec00000GJDlDIAX,,003Ec00000Cz31CIAR,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Mrs.,Peter Smith,Peter,Smith,,4005 Stephanie Walk,South Travis,OK,95988,US,peter.smith@example.com,2411168157,,,,,,,,,Contact,003Ec00000Cz31CIAR,005Ec000004oBPNIA2,Campaign_Member,2024-01-06
00vEc000000jeIkIAI,,701Ec00000GJDlEIAX,00QEc00000BBaeyMAD,,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Mr.,Michael Pierce,Michael,Pierce,,3080 Shawn Rue,Rogerside,KS,18981,US,michael.pierce@example.com,6024080382,,,,,,,Referral,001Ec00000GINb1IAH,Lead,00QEc00000BBaeyMAD,005Ec000004oBPNIA2,Campaign_Member,2023-06-07
00vEc000000jeInIAI,,701Ec00000GJDlEIAX,,003Ec00000Cz31JIAR,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Mr.,Dana Myers,Dana,Myers,,8213 Woods Landing Apt. 711,Kevinshire,AR,76247,US,dana.myers@example.com,2839969804,,,,,,,,Good PLC,Contact,003Ec00000Cz31JIAR,005Ec000004oBPNIA2,Campaign_Member,2023-06-23
00vEc000000jeIzIAI,,701Ec00000GJDlEIAX,00QEc00000BBafFMAT,,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Dr.,Dawn Phillips,Dawn,Phillips,,98995 Ward Gateway Apt. 809,North Brandonbury,MP,50123,US,dawn.phillips@example.com,6182592000,,,,,,,Online Form,001Ec00000GINb1IAH,Lead,00QEc00000BBafFMAT,005Ec000004oBPNIA2,Campaign_Member,2023-06-02
00vEc000000jeJ2IAI,,701Ec00000GJDlEIAX,,003Ec00000Cz31qIAB,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Ms.,David Martinez,David,Martinez,,378 Tiffany Spur Suite 393,Cunninghamfort,RI,70664,US,david.martinez@example.com,5081396107,,,,,,,,,Contact,003Ec00000Cz31qIAB,005Ec000004oBPNIA2,Campaign_Member,2023-06-24
00vEc000000jeJ6IAI,,701Ec00000GJDlEIAX,00QEc00000BBaelMAD,,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Mr.,Brian Morris,Brian,Morris,,9842 Perry Meadows,Christopherfurt,LA,30299,US,brian.morris@example.com,7522553660,,,,,,,Referral,001Ec00000GINb1IAH,Lead,00QEc00000BBaelMAD,005Ec000004oBPNIA2,Campaign_Member,2023-06-10
00vEc000000jeJGIAY,,701Ec00000GJDlEIAX,00QEc00000BBafTMAT,,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Mrs.,James Keith,James,Keith,,43807 Lawrence Passage,Pettyland,CT,62541,US,james.keith@example.com,8848655317,,,,,,,Referral,001Ec00000GINb1IAH,Lead,00QEc00000BBafTMAT,005Ec000004oBPNIA2,Campaign_Member,2023-06-18
00vEc000000jeJOIAY,,701Ec00000GJDlEIAX,00QEc00000BBafOMAT,,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Ms.,David Diaz,David,Diaz,,5648 Russell Gardens Suite 918,East Dawn,UT,1915,US,david.diaz@example.com,7835760955,,,,,,,Cold Call,001Ec00000GINb1IAH,Lead,00QEc00000BBafOMAT,005Ec000004oBPNIA2,Campaign_Member,2023-06-07
00vEc000000jeJSIAY,,701Ec00000GJDlEIAX,,003Ec00000Cz31RIAR,Sent,,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,005Ec000004oBPNIA2,2024-01-23T02:46:47.000+0000,,Mr.,Daniel Bishop,Daniel,Bishop,,3956 Kimberly Rest Apt. 692,Port Anthonybury,UT,34417,US,daniel.bishop@example.com,4223300693,,,,,,,,Patterson-Hansen,Contact,003Ec00000Cz31RIAR,005Ec000004oBPNIA2,Campaign_Member,2023-06-07
