Id,IsDeleted,MasterRecordId,LastName,FirstName,Salutation,Name,Title,Company,Street,City,State,PostalCode,Country,Latitude,Longitude,GeocodeAccuracy,Address,Phone,Email,Website,PhotoUrl,Description,LeadSource,Status,Industry,Rating,AnnualRevenue,NumberOfEmployees,OwnerId,IsConverted,ConvertedDate,ConvertedAccountId,ConvertedContactId,ConvertedOpportunityId,IsUnreadByOwner,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawContactId,CompanyDunsNumber,DandbCompanyId,EmailBouncedReason,EmailBouncedDate,IndividualId,External_id__c,Branch__c,Home_Phone__c,Gender__c
00QEc00000BBaf6MAD,,,Morton,Michael,Ms.,Michael Morton,,001Ec00000GINb1IAH,15054 Foster Vista,Angelicaview,IA,37476,US,,,,"{""city"":""Angelicaview"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""37476"",""state"":""IA"",""street"":""15054 Foster Vista""}",1442614479,michael.morton@example.com,,/services/images/photo/00QEc00000BBaf6MAD,,Online Form,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_35,a00Ec000009WFusIAG,1511751189,male
00QEc00000BBaf7MAD,,,Thompson,Kim,Ms.,Kim Thompson,,001Ec00000GINb1IAH,7407 Nathaniel Knoll Apt. 108,Port Kristenstad,AK,31539,US,,,,"{""city"":""Port Kristenstad"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""31539"",""state"":""AK"",""street"":""7407 Nathaniel Knoll Apt. 108""}",2463048729,kim.thompson@example.com,,/services/images/photo/00QEc00000BBaf7MAD,,Referral,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_36,a00Ec000009WFutIAG,2189169898,female
00QEc00000BBaf8MAD,,,Lopez,Anne,Mr.,Anne Lopez,,001Ec00000GINb1IAH,578 Chad Villages Suite 849,Port Aprilfort,LA,87543,US,,,,"{""city"":""Port Aprilfort"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""87543"",""state"":""LA"",""street"":""578 Chad Villages Suite 849""}",141150363,anne.lopez@example.com,,/services/images/photo/00QEc00000BBaf8MAD,,Cold Call,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2022-12-08,,,,,,,,,,crm_lead_37,a00Ec000009WFutIAG,288492610,female
00QEc00000BBaf9MAD,,,Munoz,Derrick,Dr.,Derrick Munoz,,001Ec00000GINb1IAH,64809 Audrey Curve Apt. 647,Stephanieville,AR,77567,US,,,,"{""city"":""Stephanieville"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""77567"",""state"":""AR"",""street"":""64809 Audrey Curve Apt. 647""}",8891232175,derrick.munoz@example.com,,/services/images/photo/00QEc00000BBaf9MAD,,Cold Call,Working,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_38,a00Ec000009WFurIAG,2224465409,male
00QEc00000BBafAMAT,,,Morgan,William,Ms.,William Morgan,,001Ec00000GINb1IAH,442 Mason Ranch,Samanthaberg,WV,86728,US,,,,"{""city"":""Samanthaberg"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""86728"",""state"":""WV"",""street"":""442 Mason Ranch""}",2045791147,william.morgan@example.com,,/services/images/photo/00QEc00000BBafAMAT,,Referral,Working,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2023-01-06,,,,,,,,,,crm_lead_39,a00Ec000009WFurIAG,5649079492,male
00QEc00000BBafBMAT,,,Allen,Natasha,Mr.,Natasha Allen,,001Ec00000GINb1IAH,08478 Brandt Stravenue Suite 916,East Crystal,ID,15341,US,,,,"{""city"":""East Crystal"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""15341"",""state"":""ID"",""street"":""08478 Brandt Stravenue Suite 916""}",7882291982,natasha.allen@example.com,,/services/images/photo/00QEc00000BBafBMAT,,Referral,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2022-12-20,,,,,,,,,,crm_lead_40,a00Ec000009WFusIAG,4983750835,female
00QEc00000BBafCMAT,,,Barry,Bethany,Mrs.,Bethany Barry,,001Ec00000GINb1IAH,616 Patricia Mission,Lopezbury,NY,58645,US,,,,"{""city"":""Lopezbury"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""58645"",""state"":""NY"",""street"":""616 Patricia Mission""}",3036899229,bethany.barry@example.com,,/services/images/photo/00QEc00000BBafCMAT,,Online Form,Working,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2023-03-21,,,,,,,,,,crm_lead_41,a00Ec000009WFuqIAG,5290146329,female
00QEc00000BBafDMAT,,,Diaz,Judith,Mrs.,Judith Diaz,,001Ec00000GINb1IAH,6634 Brett Cliffs,Kathleentown,OR,48671,US,,,,"{""city"":""Kathleentown"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""48671"",""state"":""OR"",""street"":""6634 Brett Cliffs""}",3233623825,judith.diaz@example.com,,/services/images/photo/00QEc00000BBafDMAT,,Cold Call,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_42,a00Ec000009WFuqIAG,5541587657,female
00QEc00000BBafEMAT,,,Flores,Julie,Ms.,Julie Flores,,001Ec00000GINb1IAH,171 Jessica Forest,Christopherberg,NM,67107,US,,,,"{""city"":""Christopherberg"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""67107"",""state"":""NM"",""street"":""171 Jessica Forest""}",2017728720,julie.flores@example.com,,/services/images/photo/00QEc00000BBafEMAT,,Referral,Working,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_43,a00Ec000009WFutIAG,5525496010,female
00QEc00000BBafFMAT,,,Phillips,Dawn,Dr.,Dawn Phillips,,001Ec00000GINb1IAH,98995 Ward Gateway Apt. 809,North Brandonbury,MP,50123,US,,,,"{""city"":""North Brandonbury"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""50123"",""state"":""MP"",""street"":""98995 Ward Gateway Apt. 809""}",6182592000,dawn.phillips@example.com,,/services/images/photo/00QEc00000BBafFMAT,,Online Form,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2023-12-01,,,,,,,,,,crm_lead_44,a00Ec000009WFutIAG,982773070,female
00QEc00000BBafGMAT,,,Reed,Melissa,Mrs.,Melissa Reed,,001Ec00000GINb1IAH,012 Jenny Inlet Apt. 796,Acostafort,AK,61911,US,,,,"{""city"":""Acostafort"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""61911"",""state"":""AK"",""street"":""012 Jenny Inlet Apt. 796""}",8854582147,melissa.reed@example.com,,/services/images/photo/00QEc00000BBafGMAT,,Cold Call,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_45,a00Ec000009WFurIAG,9864537563,female
00QEc00000BBafHMAT,,,Williams,Morgan,Dr.,Morgan Williams,,001Ec00000GINb1IAH,135 Williams Run Apt. 956,West Justin,WY,14529,US,,,,"{""city"":""West Justin"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""14529"",""state"":""WY"",""street"":""135 Williams Run Apt. 956""}",3714776171,morgan.williams@example.com,,/services/images/photo/00QEc00000BBafHMAT,,Online Form,Working,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_46,a00Ec000009WFupIAG,691209878,male
00QEc00000BBafIMAT,,,Melton,Kristen,Dr.,Kristen Melton,,001Ec00000GINb1IAH,395 Short Viaduct Suite 610,Beckbury,DE,46561,US,,,,"{""city"":""Beckbury"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""46561"",""state"":""DE"",""street"":""395 Short Viaduct Suite 610""}",4774244394,kristen.melton@example.com,,/services/images/photo/00QEc00000BBafIMAT,,Cold Call,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2023-09-21,,,,,,,,,,crm_lead_47,a00Ec000009WFusIAG,7812352967,female
00QEc00000BBafJMAT,,,West,Holly,Mr.,Holly West,,001Ec00000GINb1IAH,632 Scott Trail,Jenniferfurt,CA,96207,US,,,,"{""city"":""Jenniferfurt"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""96207"",""state"":""CA"",""street"":""632 Scott Trail""}",983398551,holly.west@example.com,,/services/images/photo/00QEc00000BBafJMAT,,Cold Call,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_48,a00Ec000009WFusIAG,6589879105,female
00QEc00000BBafKMAT,,,Russo,Kathryn,Mrs.,Kathryn Russo,,001Ec00000GINb1IAH,4930 Hughes Avenue,Christopherbury,DC,2103,US,,,,"{""city"":""Christopherbury"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""2103"",""state"":""DC"",""street"":""4930 Hughes Avenue""}",9445673632,kathryn.russo@example.com,,/services/images/photo/00QEc00000BBafKMAT,,Referral,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2023-03-23,,,,,,,,,,crm_lead_49,a00Ec000009WFusIAG,4553261112,female
00QEc00000BBafLMAT,,,Anderson,Ryan,Ms.,Ryan Anderson,,001Ec00000GINb1IAH,889 Justin Trace,New Eric,SD,99808,US,,,,"{""city"":""New Eric"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""99808"",""state"":""SD"",""street"":""889 Justin Trace""}",4508817345,ryan.anderson@example.com,,/services/images/photo/00QEc00000BBafLMAT,,Online Form,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_50,a00Ec000009WFutIAG,5957643186,male
00QEc00000BBafMMAT,,,Wilson,James,Mr.,James Wilson,,001Ec00000GINb1IAH,2563 Friedman Tunnel Apt. 582,Moraville,GU,40411,US,,,,"{""city"":""Moraville"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""40411"",""state"":""GU"",""street"":""2563 Friedman Tunnel Apt. 582""}",2648471089,james.wilson@example.com,,/services/images/photo/00QEc00000BBafMMAT,,Referral,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_51,a00Ec000009WFurIAG,1464050510,male
00QEc00000BBafNMAT,,,Jones,Christopher,Dr.,Christopher Jones,,001Ec00000GINb1IAH,59018 Vega Branch,Richardside,WV,1766,US,,,,"{""city"":""Richardside"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""1766"",""state"":""WV"",""street"":""59018 Vega Branch""}",4295068300,christopher.jones@example.com,,/services/images/photo/00QEc00000BBafNMAT,,Cold Call,Working,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2022-10-02,,,,,,,,,,crm_lead_52,a00Ec000009WFutIAG,2298941714,male
00QEc00000BBafOMAT,,,Diaz,David,Ms.,David Diaz,,001Ec00000GINb1IAH,5648 Russell Gardens Suite 918,East Dawn,UT,1915,US,,,,"{""city"":""East Dawn"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""1915"",""state"":""UT"",""street"":""5648 Russell Gardens Suite 918""}",7835760955,david.diaz@example.com,,/services/images/photo/00QEc00000BBafOMAT,,Cold Call,Working,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_53,a00Ec000009WFupIAG,7622743452,male
00QEc00000BBafPMAT,,,Cook,Kathleen,Mrs.,Kathleen Cook,,001Ec00000GINb1IAH,8476 Francisco Drive,Dudleyhaven,NC,31496,US,,,,"{""city"":""Dudleyhaven"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""31496"",""state"":""NC"",""street"":""8476 Francisco Drive""}",9433265051,kathleen.cook@example.com,,/services/images/photo/00QEc00000BBafPMAT,,Cold Call,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_54,a00Ec000009WFusIAG,6676552382,female
00QEc00000BBafQMAT,,,Kim,Heidi,Mr.,Heidi Kim,,001Ec00000GINb1IAH,8474 Turner Cape,West Matthewborough,GU,82645,US,,,,"{""city"":""West Matthewborough"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""82645"",""state"":""GU"",""street"":""8474 Turner Cape""}",9169518980,heidi.kim@example.com,,/services/images/photo/00QEc00000BBafQMAT,,Cold Call,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_55,a00Ec000009WFupIAG,5848693556,female
00QEc00000BBafRMAT,,,Parks,Daniel,Mr.,Daniel Parks,,001Ec00000GINb1IAH,524 Mary Skyway,New Catherine,KY,72802,US,,,,"{""city"":""New Catherine"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""72802"",""state"":""KY"",""street"":""524 Mary Skyway""}",9881185322,daniel.parks@example.com,,/services/images/photo/00QEc00000BBafRMAT,,Online Form,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_56,a00Ec000009WFusIAG,991893,male
00QEc00000BBafSMAT,,,Baird,William,Dr.,William Baird,,001Ec00000GINb1IAH,7420 Bowman Rapids,West Amandaborough,MO,10927,US,,,,"{""city"":""West Amandaborough"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""10927"",""state"":""MO"",""street"":""7420 Bowman Rapids""}",7049627821,william.baird@example.com,,/services/images/photo/00QEc00000BBafSMAT,,Cold Call,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_57,a00Ec000009WFupIAG,9462687021,male
00QEc00000BBafTMAT,,,Keith,James,Mrs.,James Keith,,001Ec00000GINb1IAH,43807 Lawrence Passage,Pettyland,CT,62541,US,,,,"{""city"":""Pettyland"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""62541"",""state"":""CT"",""street"":""43807 Lawrence Passage""}",8848655317,james.keith@example.com,,/services/images/photo/00QEc00000BBafTMAT,,Referral,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_58,a00Ec000009WFupIAG,2429451074,male
00QEc00000BBafUMAT,,,Rivera,Jo,Dr.,Jo Rivera,,001Ec00000GINb1IAH,765 Andrew Corners Suite 938,Lopezview,NV,73847,US,,,,"{""city"":""Lopezview"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""73847"",""state"":""NV"",""street"":""765 Andrew Corners Suite 938""}",1913564036,jo.rivera@example.com,,/services/images/photo/00QEc00000BBafUMAT,,Online Form,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2023-01-03,,,,,,,,,,crm_lead_59,a00Ec000009WFutIAG,3079660614,female
